Sno.,PName,Desc,Keywords,Date,Plink
339,Open Back Gown,"The Open Back Gown is women's nightwear designed to ease dressing for women with limited range of motion or who are otherwise impaired. Each gown has a wrap back style with 2 snap closures at the shoulder and has a front pocket and 3/4 sleeves. Gowns are available in cotton/poly blend and flannel ($14.50) or brushed cotton/poly ($17.00). SIZES: S, M, L, XL. COLOR: Floral prints.","['cotton/poly', 'S', 'SIZES', 'woman', 'closure', 'Gowns', 'range', 'gown', 'COLOR', 'M', 'shoulder', 'XL', 'front pocket', 'wrap', 'L', 'motion', 'style', 'sleeve', 'flannel', 'blend', 'Open Back Gown', 'print']",10/25/2010,https://abledata.acl.gov/product/open-back-gown
340,Time Concepts Series (6500 Series),"The Time Concepts Series, 6500 Series, is a time skills tutorial program designed to teach skills of specific time concepts to students with a reading level of 2.0. The set teaches a total of 128 concepts using 5 workbooks. Titles in the series include Day by Day, Week by Week, Month by Month, Year by Year, and Season by Season. Each new concept is presented visually, and each book features independent student activities and provides frequent practice and systematic review to establish a specific concept. Activity levels are written in ascending order of difficulty, and answer keys are supplied for self-correction. Suggested procedures for teachers are also provided.","['student activities', 'concept', 'Time Concepts Series', 'key', 'total', 'workbook', 'series', 'student', 'level', 'Month', 'Series', 'teacher', 'book', 'Day', 'difficulty', 'set', 'review', 'order', 'practice', 'self-correction', 'program', 'Activity levels', 'Week', 'Titles', 'time', 'procedure', 'Season', 'Year', 'time concepts', 'skill']",05/12/2008,https://abledata.acl.gov/product/time-concepts-series-6500-series
341,Speechprompts,"SpeechPrompts is a speech training program and a language tutorial program designed for use by children or adults who have communication or speech disabilities or autism and by speech and language therapists and parents working with these people. This application (or app) allows the user to use their Apple iPhone, iPod Touch or iPad to practice rate, rhythm, stress and loudness of speech. The VoiceChart feature provides real-time feedback on loudness of speech, and it can be used in quiet or loud spaces. The program graphically indicates the loudness of of the user's speech with three built-in graphics: ""Too Loud,"" ""Too Quiet,"" and ""Just Right."" The user also can use the host device's camera to add their own visuals. The VoiceMatch feature offers visual and aural feedback on stress, rate and rhythm of speech by comparing a ""Teacher"" voice recording to a ""Student"" voice recording both visually (by a waveform graphic) and aurally (via audio playback). The student attempts to matchs the teacher's waveform by repeating it aloud, and differences between the two audio recordings are highlighted in the visual display. SpeechPrompts includes a library of 50 teacher waveforms. The user can record their own recordings, and categorize, label and re-record the built-in samples. The program also allows the user to record multiple variations of a phrase by emphasizing different words such as this example: ""Do *you* have that video game?"" versus ""Do you have *that* video game?"" COMPATIBILITY: For use with an Apple iPhone, iPod Touch, or iPad. SYSTEM REQUIREMENTS: Apple iOS 5.0 or later.","['video game', 'child', 'stress', 'COMPATIBILITY', 'rate', 'sample', 'recording', 'library', 'language', 'app', 'graphic', 'VoiceMatch feature', 'game', 'teacher waveforms', 'waveform graphic', 'versus', 'host device', 'language therapists', 'student', 'training program', 'practice rate', 'Right', 'adult', 'feedback', 'Teacher', 'playback', 'use', 'communication', 'waveform', 'rhythm', 'people', 'Too Loud', 'speech', 'user', 'autism', 'teacher', 'iPad', 'loudness', 'word', 'Student', 'Too Quiet', 'display', 'example', 'label', 'visuals', 'phrase', 'difference', 'application', 'program', 'variation', 'space', 'camera', 'speech disabilities', 'VoiceChart feature', 'Do', 'Apple', 'voice', 'Touch', 'parent', 'Apple iPhone', 'SpeechPrompts']",02/05/2013,https://abledata.acl.gov/product/speechprompts
342,Cdesk Edge 11 Tablet,"CDesk AdaptiveVoice is a stand-alone software program for the eye-sight impaired, low-vision individual, and senior citizen that enables access to the most-used functions of their computer. CDesk is a single program with 20 core applications, built to be user-friendly and accessible with the use of a consistent user interface. 'PEGGY’ is the software's speech recognition system that allows for a hands free user experience.The EDGE 11 Tablet comprises the capabilities of a Windows 8.1 computer, I3 dual-core processor, 2GB memory, bluetooth keyboard, docking station and a high resolution 11.6 inch display screen. The EDGE's user interface allows blind and low-vision users to access the majority of the CDesk functionalities with a touch screen. The tablet comes with the full CDesk COMPASS Suite of 21 applications.UPDATES: Updates are free (including new applications). No software maintenance agreements (SMAs) are required.
COMPATIBILITY: CDesk is meant to be used with Windows XP, Windows 7 or Windows 8.
WARRANTY/GUARANTEE: As stated by the manufacturer.","['CDesk functionalities', 'core applications', 'software maintenance agreements', 'tablet', 'SMAs', 'COMPATIBILITY', 'Windows', 'computer', 'blind', 'citizen', 'memory', 'function', 'Windows XP', 'resolution', 'EDGE', 'use', 'keyboard', 'access', 'user interface', 'station', 'manufacturer', 'hand', 'Tablet', 'individual', 'CDesk', 'CDesk COMPASS Suite', 'low-vision users', 'capability', 'application', 'applications.UPDATES', 'program', 'I3 dual-core processor', 'software program', 'software', 'screen', 'speech recognition system', '’', 'inch display screen', 'interface', 'WARRANTY/GUARANTEE', 'majority', 'experience.The EDGE', 'CDesk AdaptiveVoice', 'Updates']",03/29/2014,https://abledata.acl.gov/product/cdesk-edge-11-tablet
343,Aph Plexiglass¬Æ Blocks,"APH Plexiglas® Blocks are colored transparent and translucent geometric shapes in two sizes to create displays for attracting visual attention; encouraging visually directed reaching; matching by shapes, size and color; and for introducing spatial relationships. Thirty pieces in six colors and three shapes (circle, triangle and square). COLOR: Red, yellow and blue. WARRANTY/GUARANTEE: As stated by the manufacturer.","['APH Plexiglas® Blocks', 'matching', 'circle', 'blue', 'COLOR', 'triangle', 'manufacturer', 'color', 'shape', 'reaching', 'Red', 'display', 'square', 'size', 'yellow', 'attention', 'relationship', 'WARRANTY/GUARANTEE', 'Thirty pieces']",05/27/2014,https://abledata.acl.gov/product/aph-plexiglass-blocks
344,Visual Sound,"---- PROTOTYPE --------- PURPOSE: To design a prototype of cell phone technology which converts voice input to text and text input to voice allowing individuals with hearing impairment and/or deafness to communicate by cell phone. The Visual Sound is a mobile phone for the hearing impaired that converts voice input to text and text input to voice. The design features two handy pillars that scroll sideways to expose the roll-out display. To communicate, the individual feeds in the text using the touch-screen display, which then gets converted to voice simulation for the person on the other end of the phone and vice versa. The only limitation may be the time it takes to input text and the conversion back into sound. TITLE: Deaf Phone? WEBSITE: Yanko Design. REF: http://www.yankodesign.com/2010/01/25/deaf-phone.","['REF', 'hearing', 'text', '//www.yankodesign.com/2010/01/25/deaf-phone', 'limitation', 'voice input', 'TITLE', 'Deaf Phone', 'phone', 'Design', 'input', 'pillar', 'roll-out display', 'simulation', 'individual', 'cell phone technology', 'display', 'and/or deafness', 'person', 'design', 'vice versa', 'conversion', 'http', 'sound', 'time', 'end', 'convert', 'feed', 'Sound', 'voice', 'prototype', 'WEBSITE', 'PURPOSE', 'cell phone', 'PROTOTYPE']",07/28/2010,https://abledata.acl.gov/product/visual-sound
345,"Alimed Swedish Helparm Support System, Model 62262","Alimed Swedish Helparm Support System is a counter balanced arm support system that enhances function and promotes muscle re-education in patients with impaired upper extremity function. Ideal for those with weak shoulders but functional hands, it assists activities such as keyboarding and eating. Its adjustable frame permits use standing or seated in wheelchair.  There is an adjustment wrench adjusts and positions to assist internal or external shoulder rotation.","['patient', 're-education', 'position', 'function', 'eating', 'shoulder rotation', 'Alimed Swedish Helparm Support System', 'adjustment wrench adjusts', 'hand', 'activity', 'wheelchair', 'support system', 'shoulder', 'counter', 'frame permits', 'keyboarding', 'promotes', 'Ideal', 'extremity function']",05/15/2015,https://abledata.acl.gov/product/alimed-swedish-helparm-support-system-model-62262
346,TM-Touch For iPad,"The TM-Touch for Apple iPad offers ""total conversation"" in video, audio and text quality. It can be used by people who are deaf and hearing impaired. The TM-Touch has a built-in video responder. The user can put up an automatic video reply to incoming calls and receive video messages directly to their tablet without having to subscribe to an service that usually stores video messages on the provider’s server.","['hearing', 'call', 'service', 'conversation', 'tablet', 'video', 'message', 'audio', 'video reply', 'video messages', 'video responder', 'people', 'quality', 'Apple iPad', 'user', 'store', 'provider ’ s server']",07/11/2016,https://abledata.acl.gov/product/tm-touch-ipad
347,Kids Doodle,"KidsDoodle is a free functional application that gives children a fun way to exercise fine motor skills by drawing, doodling, and writing in visually appealing bright, glowing, neon color.","['bright', 'child', 'motor skills', 'fun way', 'glowing', 'KidsDoodle', 'color', 'application']",09/15/2016,https://abledata.acl.gov/product/kids-doodle
348,iOS app Mimi Music - clear sound unlocked by your earprint,"Mimi Music is a mobile application designed for individuals who are hearing impaired. With this application, users can listen to music with more clarity and instruments, tailored to them.","['music', 'individual', 'clarity', 'Mimi Music', 'instrument', 'application', 'user']",11/02/2016,https://abledata.acl.gov/product/ios-app-mimi-music-clear-sound-unlocked-your-earprint
349,Braille Sense Polaris,"The Braille Sense Polaris is a notetaker designed for users who are blind, visual impaired, or have low vision disabilities. The device combines a key soft and braille literacy of a traditional note taker with the efficiency and power of a modern tablet. Additionally, the device supports Google Apps, making it easy to utilize Google services like Drive, Docs, Sheets, and Slides.","['Braille Sense Polaris', 'Slides', 'notetaker', 'vision disabilities', 'tablet', 'Drive', 'Sheets', 'device', 'efficiency', 'power', 'Google Apps', 'literacy', 'Google services', 'Docs', 'user', 'note taker']",04/30/2018,https://abledata.acl.gov/product/braille-sense-polaris
350,Velcro Washable Shoes,"Velcro washable shoes are designed to aid in dressing individuals who are occasionally incontinent, are nursing home residents or are otherwise impaired. They are athletic shoes with nylon uppers and rubber soles. Closure has two Velcro straps. Men's sizes: 7-12 including 1/2 sizes, wide width only. Women's sizes: 5 to 11, wide and X-wide. COLOR: Variety.","['Velcro straps', 'rubber soles', 'individual', 'shoe', 'COLOR', 'width', 'Women', 'home residents', 'Closure', 'Men', 'Velcro', 'Variety', 'upper', 'size']",10/25/2010,https://abledata.acl.gov/product/velcro-washable-shoes
351,Easy Stringer Set (Model 3362),"The Easy Stringer Set, model 3362, is a set of beads and tubing designed to enhance eye hand coordination for children with fine motor or neurological disabilities. This product encourages finger manipulation as the child strings the visually stimulating beads on flexible plastic tubing. The bead come in two sizes and can be used to teach sorting skills by different colors and shapes. The set includes 20 beads in assorted sizes and shapes and two vinyl stringing tubes. COLOR: The tubing is clear and the beads come in a variety of colors. GUARANTEE: One full year from shipping date.","['plastic tubing', 'child', 'come', 'COLOR', 'vinyl', 'color', 'shape', 'year', 'motor', 'Easy Stringer Set', 'set', 'eye hand coordination', 'model', 'disability', 'tube', 'bead', 'size', 'manipulation', 'variety', 'product', 'tubing', 'date', 'skill', 'GUARANTEE']",04/23/2003,https://abledata.acl.gov/product/easy-stringer-set-model-3362
352,Eensy & Friends,"Eensy & Friends is a control switch training program designed to help users with physical disabilities become familiar with a switch-operated computer environment. The program is both visually and aurally stimulating with colorful graphics and animation and lively sounds and auditory cues. It includes three levels of switch training including: Cause-and-Effect where an action is rewarded with animation; Opposites which introduces the concept of on/off and left/right; and Story Completion where cause-and-effect activities build up to a complete story. Eensy & Friends features animated characters such as Eensy, Weensy Spider; Mary from Mary Who Wore Her Red Dress; and the Five Little Ducks; which are used to teach cause-and-effect. It is designed for use with a TouchWindow (see separate entry), mouse, keyboard, single switch, two switches or alternate keyboard devices. COMPATIBILITY: For use onMacintosh LC or higher, or IBM and compatible computers. SYSTEM REQUIREMENTS: Macintosh: System 7 or higher; 256- color monitor; 8 megabytes (MB) RAM and a hard drive. For IBM and compatible computers: 386 DX; 33 MHz or higher processor; 256-color monitor; 8 MB RAM; and Windows 3.1 or Windows95..","['animation', 'keyboard devices', 'TouchWindow', 'concept', 'COMPATIBILITY', 'Mary Who', 'Mary', 'computer', 'graphic', 'processor', 'level', 'control', 'training program', 'System', 'MB', 'use', 'keyboard', 'drive', 'RAM', 'user', 'mouse', 'switch', 'activity', 'story', 'computer environment', 'DX', 'Story Completion', 'disability', 'left/right', 'Friends', 'Weensy Spider', 'program', 'LC', 'Opposites', 'MB RAM', 'sound', 'MHz', 'cue', 'entry', 'Macintosh', 'on/off', 'Five Little Ducks', 'color monitor', 'switch training', 'Her Red Dress', 'IBM', 'monitor', 'megabyte', 'Eensy', 'character', 'action']",04/23/2003,https://abledata.acl.gov/product/eensy-friends
353,H-68 Scan-5,"The H-68 Scan-5 is a computer switch control interface designed to enable individuals with severe physical, motor control, neurological or upper extremity disabilities or spinal cord injury to control a TV, Apple iPod, voice recorder, MP3 player, DVD player or switch-adapted toy/device with a switch. This stand-alone device can be used by a person that can operate one or two switches. The user plugs a switch-adapted remote control or device that he or she wishes to control into the Scan-5's 9-pin port. The Scan-5 scans both visually and audibly (the user records his or her voice for each function) through five functions. There are two types of ""scanning"" - Auto and Step. In the Auto mode, the user activates the switch to start the scan. The first button lights up and speaks and waits for a set period of time for the user to activate the switch. If the user does not activate the switch, the next button lights up and is announced. This process continues through the last button. The scan stops if no selection is made, and the user can activate the switch to start again. A Step Scan requires two switches. The second switch ""steps"" through the choices so each time that the user presses the switch, the Scan-5 lights up and speaks the next button. The original switch functions as the selected switch so when the desired button is lit up, the user activates this switch and the Scan-5 ""presses"" that button to perform the desired function. POWER: The Scan-5 uses a rechargeable battery that can be recharged from a computer via the included cable or with the included charger.","['Scan-5', 'DVD player', 'choice', 'motor control', 'battery', 'MP3 player', 'computer', 'switch functions', 'process', 'wait', 'stop', 'toy/device', 'Auto mode', 'function', 'charger', 'POWER', 'period', 'computer switch control interface', 'device', 'Auto', 'extremity disabilities', 'TV', 'cable', 'user', 'switch', 'button', 'person', 'individual', 'port', 'remote control', 'Step', 'voice recorder', 'scan', 'time', 'H-68 Scan-5', 'step', 'type', 'selection', 'Scan-5 lights', 'speaks', 'cord injury', 'press', 'voice', 'Apple iPod']",09/19/2013,https://abledata.acl.gov/product/h-68-scan-5
354,Cdesk,"CDesk AdaptiveVoice is a stand-alone software program for the eye-sight impaired, low-vision, and senior citizen that enables access to the most-used functions of their computer. CDesk is a single program with 20 core applications, built to be user-friendly and accessible with the use of a consistent user interface. 'PEGGY’ is the software's speech recognition system that allows for a hands free user experience.OPTIONS: Six other variations.
UPDATES: Updates are free (including new applications). No software maintenance agreements (SMAs) are required.
WARRANTY/GUARANTEE: As stated by the manufacturer.","['core applications', 'software maintenance agreements', 'SMAs', 'computer', 'experience.OPTIONS', 'citizen', 'function', 'use', 'access', 'low-vision', 'user interface', 'manufacturer', 'hand', 'UPDATES', 'CDesk', 'application', 'program', 'software program', 'software', 'variation', 'speech recognition system', '’', 'CDesk AdaptiveVoice', 'Updates']",03/29/2014,https://abledata.acl.gov/product/cdesk
355,Working4,"The PECS system is described as an aided augmentative and alternative communication (AAC) system in which individuals exchange pictures of items to obtain tangibles and other needs. The Working4 app is designed for use by individuals with communication and autism spectrum disorders (ASDs) who are using a visual reinforcement system. This app visually reminds the user what they are working for, how much work needs to be done and how close they are to earning a reward for that work. This app can be used during lessons in school, chores at home, etc. Start the app by selecting the number of tokens (1-5) the user must earn. Then set up the user's reinforcer choice board by selecting 1-6 items from the pre-loaded symbol library or the user's own photo library. To delete a picture from the teacher choice screen press down on an image for 5 seconds. Show the choice board to the user to select what to work for and then begin the lesson. Each time a user earns a token, slide a token to the empty dot. Once the user has earned all of their tokens, push the ""cash in"" button to show the user what they have earned! The token board resets to start the next deal or can create a new choice board for the user to select a new reinforcer. Working4™ is currently available in English, Spanish, Brazilian and Portuguese. To enable Spanish please make sure your Apple device is set up to use Español as its main language via Settings > General > International. To enable Brazilian Portuguese please make sure your Apple device is set to use Portuguese as its main language via Settings > General > International.
COMPATIBILITY: Requires iOS 4.3 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5. This app is designed for both iPhone and iPad. *Spanish and Brazilian Portuguese are only available on Apple devices.","['tangibles', 'touch', 'reinforcer choice board', 'COMPATIBILITY', 'image', 'language', 'app', 'work', 'Apple devices', 'reward', 'item', 'reinforcement system', 'second', 'Brazilian', 'use', 'teacher choice screen press', 'communication', 'Working4 app', 'symbol library', 'Apple device', 'choice board', 'Spanish', 'user', 'school', 'ASDs', 'iPad', 'system', 'Working4™', 'home', 'please', 'button', 'individual', 'lesson', 'photo library', 'autism spectrum disorders', 'board', 'picture', 'English', 'need', 'augmentative', 'iPhone', 'PECS system', 'AAC', 'time', 'Portuguese', 'number', 'cash', 'Español', 'deal', 'reinforcer', 'individuals exchange pictures', 'work needs', 'token', 'Settings > General > International', 'dot', 'chore']",05/05/2014,https://abledata.acl.gov/product/working4
356,Megabee,"MegaBee™ is a writing tablet designed for use by individuals with traumatic brain injury, stroke, motor-loss, multiple sclerosis (MS), motor neuron disease (MND), amyotrophic lateral sclerosis (ALS), cerebral palsy and those who are not able to write legibly. The tablet uses eye movement and blinking as the method to select letters or phrases, which are then displayed on its screen. MegaBee™ is fully portable and can be used for individuals with limited mobility and residents of a home care facility. The unit does not require computing equipment for its basic operation, it does however have Bluetooth® wireless communication ability if the user wants to display on a larger screen to several people or input text into a personal computer. Custom abbreviations of up to 260 phrases (20 characters maximum) can also be uploaded using a computer to provide a short-cut typing mechanism specifically tailored to suit the individual user. MegaBee™ can also be used in “picture” mode which allows symbols, pictures, cartoons, and drawings to be used instead of text. For low literacy levels or cognitively impaired users, this allows a highly personalized and flexible solution. Symbols can be changed at will using our free software and a color printer.POWER: Re-chargeable batteries [charger supplied] for 24 hour operation on a full charge.
OPTIONS: Bluetooth compatible.
Height: 430 millimeters, W: 300 millimeters, D: 40 millimeters [A3 size].
WEIGHT: 950 grams.
COLOR: Black frame with multiple colors on surface.
WARRANTY/GUARANTEE: As stated by the manufacturer.","['blinking', 'D', 'tablet', 'text', 'sclerosis', 'battery', 'Symbols', 'computer', 'cartoon', 'drawing', 'mobility', 'equipment', 'W', 'color printer.POWER', 'A3 size ]', 'method', 'charger', 'motor neuron disease', 'MND', 'COLOR', 'unit', 'use', 'WEIGHT', 'motor-loss', 'charge', 'manufacturer', 'symbol', 'color', 'people', 'Custom abbreviations', 'user', 'stroke', 'individual', 'brain injury', 'Height', 'letter', 'literacy levels', 'communication ability', 'picture', 'resident', 'phrase', 'MS', 'eye movement', 'ALS', 'software', 'surface', 'solution', 'MegaBee™', 'operation', 'screen', 'home care facility', 'gram', 'hour operation', 'millimeter', 'picture ” mode', ']', 'WARRANTY/GUARANTEE', 'Bluetooth®', 'palsy', 'Black frame', 'typing mechanism', 'character']",11/23/2014,https://abledata.acl.gov/product/megabee
357,Water Glow Color LED Light Shower Head,"Water Glow Color LED Light Shower Head is an innovative safety device designed for young children and individuals with multiple sclerosis and the aging population.  It visually alerts users the temperature of their shower. By simply twisting off the existing showerhead and replacing it with this Water Glow LED Shower Head, users can easily judge the best time to enter the shower depending on the color.  With three multi-color transitions, the shower head alerts users that the water is freezing with green light while the blue light signals when the water is safe and the most comfortable. For visual safety, the shower head shines a red light when the water is above 105.9°F and flashes red to signal scalding hot water. Water Glow Color LED Light Shower Head Specifications:","['Water Glow Color LED Light Shower Head', 'light', 'Water Glow Color LED Light Shower Head Specifications', 'child', 'shower', 'sclerosis', 'safety device', 'water', 'population', 'color', 'Water Glow LED Shower Head', 'user', 'temperature', 'individual', 'head', 'time', 'transition', 'safety', 'light signals', 'flash', 'showerhead']",03/30/2015,https://abledata.acl.gov/product/water-glow-color-led-light-shower-head
358,Visual Schedule Planner,"Visual Schedule Planner is a customizable visual schedule iPad app designed for individuals with autism or individuals who may benefit from visual support to ease transitions, anxiety, or who simply need a way to visually represent their day. This app provides an audio/visual representation daily events. In addition, events that require more support can be linked to an “activity schedule” or “video clip” to help model the task even further. Visual Planner can be used in home, school, work or community environments.FEATURES INCLUDE:
Ability to view events daily, weekly, or via a monthly calendar.
Custom images
Custom sound
Activity schedules
Video modeling
Timer
Checklist
Reminders
Notes","['Planner', 'Schedule Planner', 'app', 'work', 'Timer Checklist Reminders Notes', 'task', 'community', 'Custom', 'Custom sound Activity', 'anxiety', 'event', 'addition', 'Video', 'autism', 'school', 'home', 'way', 'individual', 'day', 'schedule iPad app', 'calendar', 'support', 'Ability', 'representation', 'activity schedule ”', 'transition', 'INCLUDE', 'video clip ”']",08/28/2015,https://abledata.acl.gov/product/visual-schedule-planner
359,Orignial Yacker Tracker,"The Original Yacker Tracker® is a device created for children with behavioral problems and emotional disabilities, and is designed to be turned on during activities at home or in the classroom that could be too loud. The Yacker Tracker signals when the volume level is becoming too loud (yellow light) and when the volume is too loud (red light). Ideal for students who are hearing impaired, as it displays a visual signal. Equipped with longer lasting LED lights eliminating the need for replacement bulbs, the Yacker Tracker features a two-second delay before the optional siren sounds preventing false alerts resulting from sudden noises. Acceptable levels of noise can be adjusted for quiet activities or louder for group work.","['light', 'child', 'signal', 'Original Yacker Tracker®', 'volume level', 'student', 'level', 'device', 'LED lights', 'siren', 'home', 'volume', 'activity', 'Yacker Tracker signals', 'alert', 'Yacker Tracker', 'problem', 'group work', 'classroom', 'disability', 'need', 'delay', 'Ideal', 'noise', 'replacement bulbs', 'louder']",01/26/2016,https://abledata.acl.gov/product/orignial-yacker-tracker
360,VIBEAT,"The VIBEAT is designed to allow deaf and hearing-impaired users to experience music. The device is a wearable necklace and bracelet that translate music into vibrations, thus conveying the feeling of music through an alternative sensory system.","['feeling', 'music', 'translate music', 'necklace', 'device', 'deaf', 'vibration', 'VIBEAT', 'bracelet', 'user', 'sensory system']",08/31/2016,https://abledata.acl.gov/product/vibeat
361,MindMeister,"MindMeister is a mind-mapping online program to take note of ideas, definitions, or other things. The app lets users capture, develop, and share ideas visually. It is designed so users can customize the color and look of their maps. MindMeister has options so that users can work together on the same map. The app also allows students to assign dates and priorities to different ideas and notes. This application is also computer-based.","['student', 'definition', 'MindMeister', 'look', 'idea', 'capture', 'online program', 'thing', 'date', 'app', 'color', 'priority', 'application', 'user', 'share ideas', 'map', 'option', 'note']",10/18/2016,https://abledata.acl.gov/product/mindmeister
362,Teaching Motor Skills to Children With Cerebral Palsy and Similar Movement Disorders: A Guide for Parents and Professionals,"Teaching Motor Skills to Children With Cerebral Palsy and Similar Movement Disorders: A Guide for Parents and Professionals is a guide to teaching basic gross motor skills to children with Autism developed for children with cerebral palsy and other conditions that result in gross motor delays need help and reinforcement to learn basic motor skills, usually with assistance from a physical therapist. This guide, written by an experienced physical therapist, provides parents with a complete understanding of how the physical characteristics of cerebral palsy and similar conditions--muscle tightness and weakness, increased or decreased flexibility, abnormal reflexes, impaired sensory perception--affect a child's ability to sit, crawl, stand, and walk.With that foundation established, the book offers dozens of practical, easy-to-follow exercises that address specific areas of motor delay and development, including: head control; muscle tone; proper positioning; involuntary movements; stretching and flexibility; balance and coordination; and strength training.","['area', 'weakness', 'Motor Skills', 'Parents', 'child', 'characteristic', 'understanding', 'Cerebral Palsy', 'head control', 'balance', 'Guide', 'guide', 'muscle tightness', 'Children', 'movement', 'motor skills', 'development', 'flexibility', 'palsy', 'motor delays', 'dozen', 'foundation', 'book', 'crawl', 'assistance', 'therapist', 'positioning', 'Professionals', 'stand', 'strength training', 'exercise', 'help', 'condition', 'Similar Movement Disorders', 'tone', 'reflex', 'Autism', 'ability', 'reinforcement', 'motor delay', 'perception', 'coordination', 'parent', 'walk.With']",05/30/2017,https://abledata.acl.gov/product/teaching-motor-skills-children-cerebral-palsy-and-similar-movement-disorders-guide-parents-and
363,Easy Pivot (Model Ep-250 & Ep-250/dr),"The Easy Pivot, model EP-250, is a hydraulic transfer lift designed for institutional and home use. This device uses a technique similar to standing pivot transfer: the person transferring bends over chest pad with a safety belt around hips and a front knee pad to prevent the knees from moving. This no sling approach minimizes skin injury during transfer and facilitates removal and adjustment of clothing in daily hygiene. FRAME: Welded tubular steel frame with a locking caster base. FEATURES: An extra wide knee pad for larger users, multiple loop thigh strap for ease of adjustment, special arm cuffs for users with impaired upper body strength, and a long handle to move chest pad from an upright position to an angled position.OPTIONS: Arm Holder cuff to maintain arms in the proper position during transfers. Model 250/DR is a ""deep reach"" model designed to accommodate users of the Pride Jazzy, Permobil (see separate entries) and similar wheelchairs. Because these wheelchairs feature recessed footplates, the /DR model features an extended base to straddle the chair and a cantilevered column to properly position the kneepad. WEIGHT: 85 pounds.","['bend', 'injury', 'Arm Holder cuff', 'adjustment', 'arm cuffs', 'knee', 'position', 'home use', 'transfer lift', 'Model', 'FRAME', 'facilitates removal', 'knee pad', 'device', 'transfer', 'WEIGHT', 'arm', 'hygiene', 'model EP-250', 'footplate', 'user', 'chair', 'person', 'pad', 'wheelchair', 'wheelchairs feature', 'column', 'hip', 'technique', 'approach minimizes', 'kneepad', 'Permobil', 'Easy Pivot', 'model', 'safety belt', 'FEATURES', 'steel frame', 'clothing', 'base', 'entry', 'reach', 'pound', 'loop thigh strap', 'body strength', '/DR model', 'ease', 'caster base', 'handle', 'Pride Jazzy', 'position.OPTIONS']",09/24/2002,https://abledata.acl.gov/product/easy-pivot-model-ep-250-ep-250dr
364,Terrycloth Robe,"The men's Terrycloth Robe is designed for use by male nursing home residents or men who are otherwised impaired. The cotton/poly terrycloth robe has full sleeves, a sash belt & two pockets. Sizes: S/M or L/XL. COLOR: Variety.","['L/XL', 'nursing home residents', 'COLOR', 'sash belt', 'pocket', 'sleeve', 'use', 'S/M', 'Variety', 'Sizes', 'men', 'cotton/poly terrycloth robe', 'Terrycloth Robe']",10/25/2010,https://abledata.acl.gov/product/terrycloth-robe
365,Snap Back Muu Muu,"The Snap Back Muu Muu is designed to assist in dressing of women who are nursing home residents or are otherwise impaired. The women's garment has a back snap closure, short raglan sleeves, and comes in gathered yoke and sweetheart neck styles. It is made of a cotton/poly blend. SIZES: S, M, L, XL, 2X, 3X.","['garment', 'sweetheart neck styles', 'S', 'home residents', 'dressing', 'blend', 'SIZES', 'raglan sleeves', 'XL', 'M', 'woman', 'closure', 'Snap Back Muu Muu', 'yoke', 'L']",10/25/2010,https://abledata.acl.gov/product/snap-back-muu-muu
366,Better Blouse,Buck and Buck women's Better Blouse is designed to ease dressing of women who are nursing home residents or otherwise impaired. The blouse has a button front closure and is available in short ($18.50) or long ($19.50) sleeve styles. It is composed of 100% polyester and is available in sizes 8-20 and 36-52. COLOR: Variety.,"['sleeve styles', '% polyester', 'Buck', 'COLOR', 'home residents', 'button front closure', 'dressing', 'Better Blouse', 'woman', 'blouse', 'Variety', 'Buck women']",10/24/2010,https://abledata.acl.gov/product/better-blouse
367,Strobe Alarm,"The Strobe Alarm is a visual smoke alarm designed for deaf and hearing impaired. The photoelectronic detector activates a high intensity flashing strobe light, horn and fire warning sign. The portable unit plugs into wall socket with 8 foot cord. An indicator light is provided for continuous testing of unit, and manual testing is also provided by a test button. Automatic reset.","['smoke alarm', 'hearing', 'Strobe Alarm', 'test button', 'intensity', 'unit plugs', 'wall socket', 'unit', 'reset', 'testing', 'deaf', 'fire warning sign', 'detector', 'strobe light', 'foot cord', 'horn', 'indicator light']",04/18/2004,https://abledata.acl.gov/product/strobe-alarm
